amount,hour,is_new_recipient,recipient_age_days,recipient_txn_count,recipient_report_count,user_avg_payment,amount_deviation,txn_velocity_1h,urgency_score,secrecy_score,historical_relationship,is_odd_hour,is_fraud
205.08,20,0,772,106,0,3130.51,0.066,1,17.8,5.9,6,0,0
1287.12,10,0,389,67,1,300.0,4.29,0,18.1,24.2,24,0,0
1059.88,6,0,322,43,0,2265.05,0.468,1,6.4,1.2,14,0,0
1734.57,3,1,101,103,0,1704.22,1.018,0,8.9,17.4,0,1,0
11743.17,20,0,479,100,0,2461.82,4.77,3,34.9,0.8,5,0,0
1424.51,21,0,664,60,0,2617.21,0.544,1,29.7,26.9,32,0,0
1090.83,17,0,280,38,0,1753.62,0.622,0,37.8,8.1,11,0,0
16436.43,4,0,282,1,0,901.34,18.236,5,77.0,60.8,0,1,1
19567.75,15,0,364,91,0,2419.69,8.087,2,6.6,1.8,40,0,0
20000.0,16,1,21,3,4,2820.03,7.092,2,89.3,57.1,0,0,1
2232.37,6,0,626,107,0,1355.12,1.647,0,29.4,18.5,15,0,0
2051.84,16,0,359,57,0,2766.67,0.742,0,47.6,9.2,19,0,1
3008.01,11,0,825,53,0,3265.62,0.921,1,7.8,2.7,15,0,0
1201.07,10,0,500,59,0,2503.59,0.48,2,16.7,12.0,13,0,0
3223.4,8,0,586,131,0,1924.41,1.675,1,30.6,8.3,15,0,0
2796.37,14,0,589,116,0,2954.65,0.946,1,20.5,10.3,31,0,0
2053.3,1,0,1495,44,0,2538.19,0.809,1,13.1,0.8,39,1,0
1462.37,22,1,92,17,2,1381.66,1.058,2,97.5,64.1,0,0,1
2822.81,7,0,425,34,0,1302.43,2.167,0,39.9,12.7,32,0,0
1162.04,12,1,94,118,0,1514.08,0.767,0,1.3,1.4,0,0,0
902.53,22,1,235,0,1,4143.27,0.218,2,18.2,5.2,0,0,1
5568.97,12,0,448,27,0,3126.9,1.781,2,15.3,3.9,15,0,0
290.72,21,0,417,110,0,2977.59,0.098,0,48.1,8.4,5,0,0
2365.5,4,1,33,0,4,2512.95,0.941,1,7.4,14.7,0,1,1
590.3,22,0,460,74,0,1820.95,0.324,1,35.9,7.8,12,0,0
316.74,14,1,95,96,0,3316.87,0.095,0,12.9,8.2,0,0,0
946.34,7,0,729,174,0,300.0,3.154,0,27.8,5.3,32,0,0
1111.5,11,0,684,68,0,2658.55,0.418,1,21.0,10.0,6,0,0
1814.01,10,0,645,69,0,3645.06,0.498,2,14.3,21.4,6,0,0
19796.66,9,0,724,78,0,885.24,22.363,2,37.9,6.5,53,0,0
2997.55,10,0,748,64,0,3136.8,0.956,1,42.4,24.1,36,0,0
4638.18,22,1,37,57,0,2582.2,1.796,0,2.3,4.5,0,0,0
632.24,14,1,106,54,0,300.0,2.107,1,62.1,4.2,0,0,0
4594.9,1,1,43,108,0,1196.12,3.841,1,57.4,12.7,0,1,0
1322.94,12,0,1653,71,0,2508.58,0.527,0,7.7,13.1,5,0,0
3560.76,6,0,602,56,1,2679.56,1.329,0,21.4,15.4,29,0,0
1617.27,7,0,626,73,0,2831.88,0.571,1,34.4,13.1,35,0,0
718.35,17,0,188,52,0,1787.4,0.402,2,14.2,0.1,33,0,0
1002.59,15,0,803,58,0,861.55,1.164,1,8.7,0.4,30,0,0
2602.59,11,0,138,93,0,1370.52,1.899,0,15.8,3.4,12,0,0
3108.38,4,1,195,3,2,1674.17,1.857,5,88.9,76.2,0,1,1
384.86,21,0,935,46,0,1744.54,0.221,0,19.5,7.0,13,0,0
292.84,7,0,447,147,0,3200.82,0.091,3,4.9,20.8,22,0,0
1047.98,20,1,177,60,0,3607.27,0.291,0,2.8,16.9,0,0,0
6709.19,22,0,1128,83,0,1502.22,4.466,1,26.4,7.6,5,0,0
5828.82,12,0,828,85,0,3437.07,1.696,0,23.5,2.3,14,0,0
1004.18,11,1,175,48,0,2457.38,0.409,1,21.7,5.6,0,0,0
1051.43,17,0,949,32,0,1465.7,0.717,1,9.3,2.5,37,0,0
2582.59,6,0,426,116,0,2791.16,0.925,1,42.7,8.3,5,0,0
462.13,16,1,25,3,0,1594.55,0.29,6,16.3,1.8,0,0,1
643.71,15,0,463,112,0,1728.19,0.372,1,50.3,18.7,27,0,0
473.38,18,1,41,30,1,1622.1,0.292,2,13.5,8.5,0,0,1
5597.55,20,1,11,43,0,3840.95,1.457,1,20.3,7.4,0,0,0
4291.61,10,0,398,54,0,3043.68,1.41,0,20.5,4.1,37,0,0
890.98,12,1,297,114,0,1251.03,0.712,1,19.5,30.5,0,0,0
6602.16,22,0,843,0,3,1755.81,3.76,2,54.2,78.2,3,0,1
4533.54,2,1,86,10,3,2658.08,1.706,0,78.8,24.5,0,1,1
3414.05,8,0,596,95,0,3012.14,1.133,0,7.2,10.1,8,0,0
573.32,7,0,273,52,0,1754.66,0.327,0,47.8,18.7,2,0,0
1993.09,7,1,80,103,0,2689.96,0.741,1,9.7,8.8,0,0,0
933.93,10,0,624,67,0,2095.2,0.446,1,25.8,3.3,23,0,0
10908.51,21,1,67,17,0,2736.03,3.987,1,7.3,23.1,0,0,0
2202.9,6,0,243,108,0,2853.41,0.772,2,19.5,12.2,30,0,0
337.48,9,0,639,92,0,3110.7,0.108,1,16.0,0.8,25,0,0
4199.88,7,1,17,31,0,1767.04,2.377,0,50.6,2.8,0,0,1
14735.07,10,0,642,37,0,1722.92,8.552,1,25.3,2.5,14,0,0
1200.98,20,1,257,60,0,2022.38,0.594,3,3.5,16.4,0,0,0
238.0,4,0,578,88,0,2209.74,0.108,1,23.2,13.1,23,1,0
1790.35,18,0,213,61,0,2792.65,0.641,0,22.8,2.5,32,0,0
13096.28,10,0,548,80,0,4338.02,3.019,0,39.3,31.0,3,0,1
14511.62,2,1,116,6,2,2249.65,6.451,3,82.5,58.5,0,1,1
713.72,21,0,603,62,0,1345.45,0.53,0,19.7,19.9,4,0,0
4349.0,18,1,168,73,0,2219.74,1.959,0,17.8,39.1,0,0,0
3067.78,7,0,640,62,0,2579.74,1.189,1,13.7,19.0,23,0,0
3109.23,20,1,526,38,0,2367.67,1.313,0,6.3,21.0,0,0,0
259.63,21,0,508,89,1,1253.48,0.207,0,22.4,5.1,12,0,0
1024.9,19,0,423,68,0,1209.6,0.847,3,20.1,20.6,16,0,0
1213.91,17,0,508,3,5,2198.48,0.552,1,7.6,5.3,3,0,1
1823.47,9,0,390,32,1,2167.44,0.841,2,2.8,3.2,34,0,0
3790.54,19,0,1159,86,0,1222.13,3.102,0,10.6,1.0,18,0,0
903.47,15,0,641,71,0,1319.11,0.685,1,17.1,34.6,20,0,0
6943.34,21,0,489,92,0,2392.65,2.902,2,14.1,18.2,2,0,0
927.03,13,1,1,14,0,3023.15,0.307,1,4.6,8.0,0,0,1
4224.35,23,0,770,3,1,1151.81,3.668,0,73.5,51.1,2,1,1
1272.6,10,0,502,41,0,3823.85,0.333,0,14.1,2.4,29,0,0
1785.09,13,0,581,55,0,1173.86,1.521,0,37.7,17.5,10,0,0
4941.6,8,0,523,46,0,1125.84,4.389,1,11.9,20.5,14,0,0
12486.09,19,0,819,70,0,2583.42,4.833,0,29.1,11.1,56,0,0
4891.35,14,0,171,40,0,3673.42,1.332,0,20.8,9.9,12,0,0
4857.67,1,0,420,6,0,4003.34,1.213,6,77.4,49.7,2,1,1
15803.59,3,0,64,135,0,2857.66,5.53,0,6.7,4.2,54,1,0
995.18,21,0,220,46,0,1060.08,0.939,1,46.3,4.0,1,0,0
2977.65,21,0,770,15,0,1267.41,2.349,1,5.0,21.0,26,0,0
4393.35,22,0,203,57,0,768.51,5.717,0,18.1,2.2,36,0,0
1782.78,5,1,171,5,1,3334.38,0.535,1,18.0,3.9,0,1,1
7344.77,12,0,700,40,0,1458.07,5.037,0,11.4,7.4,3,0,0
6217.17,19,0,663,80,0,1687.3,3.685,0,20.2,20.8,20,0,0
880.02,18,1,49,93,0,3030.88,0.29,0,24.4,33.2,0,0,0
3363.83,16,0,858,47,0,3042.44,1.106,0,42.2,16.7,32,0,0
651.5,18,1,76,124,0,2412.43,0.27,2,5.3,1.7,0,0,0
5246.97,15,0,397,28,0,1751.4,2.996,2,20.7,19.0,20,0,1
1039.75,7,0,178,13,0,1917.47,0.542,0,11.6,13.4,36,0,0
1449.93,20,1,43,30,1,1392.51,1.041,1,11.5,3.6,0,0,1
